"Date","Value"
"06/11/2024",5375.32
"06/12/2024",5421.03
"06/13/2024",5433.74
"06/14/2024",5431.6
"06/17/2024",5473.23
"06/18/2024",5487.03
"06/20/2024",5473.17
"06/21/2024",5464.62
"06/24/2024",5447.87
"06/25/2024",5469.3
"06/26/2024",5477.9
"06/27/2024",5482.87
"06/28/2024",5460.48
"07/01/2024",5475.09
"07/02/2024",5509.01
"07/03/2024",5537.02
"07/05/2024",5567.19
"07/08/2024",5572.85
"07/09/2024",5576.98
"07/10/2024",5633.91
"07/11/2024",5584.54
"07/12/2024",5615.35
"07/15/2024",5631.22
"07/16/2024",5667.2
"07/17/2024",5588.27
"07/18/2024",5544.59
"07/19/2024",5505
"07/22/2024",5564.41
"07/23/2024",5555.74
"07/24/2024",5427.13
"07/25/2024",5399.22
"07/26/2024",5459.1
"07/29/2024",5463.54
"07/30/2024",5436.44
"07/31/2024",5522.3
"08/01/2024",5446.68
"08/02/2024",5346.56
"08/05/2024",5186.33
"08/06/2024",5240.03
"08/07/2024",5199.5
"08/08/2024",5319.31
"08/09/2024",5344.16
"08/12/2024",5344.39
"08/13/2024",5434.43
"08/14/2024",5455.21
"08/15/2024",5543.22
"08/16/2024",5554.25
"08/19/2024",5608.25
"08/20/2024",5597.12
"08/21/2024",5620.85
"08/22/2024",5570.64
"08/23/2024",5634.61
"08/26/2024",5616.84
"08/27/2024",5625.8
"08/28/2024",5592.18
"08/29/2024",5591.96
"08/30/2024",5648.4
"09/03/2024",5528.93
"09/04/2024",5520.07
"09/05/2024",5503.41
"09/06/2024",5408.42
"09/09/2024",5471.05
"09/10/2024",5495.52
"09/11/2024",5554.13
"09/12/2024",5595.76
"09/13/2024",5626.02
"09/16/2024",5633.09
"09/17/2024",5634.58
"09/18/2024",5618.26
"09/19/2024",5713.64
"09/20/2024",5702.55
"09/23/2024",5718.57
"09/24/2024",5732.93
"09/25/2024",5722.26
"09/26/2024",5745.37
"09/27/2024",5738.17
"09/30/2024",5762.48
"10/01/2024",5708.75
"10/02/2024",5709.54
"10/03/2024",5699.94
"10/04/2024",5751.07
"10/07/2024",5695.94
"10/08/2024",5751.13
"10/09/2024",5792.04
"10/10/2024",5780.05
"10/11/2024",5815.03
"10/14/2024",5859.85
"10/15/2024",5815.26
"10/16/2024",5842.47
"10/17/2024",5841.47
"10/18/2024",5864.67
"10/21/2024",5853.98
"10/22/2024",5851.2
"10/23/2024",5797.42
"10/24/2024",5809.86
"10/25/2024",5808.12
"10/28/2024",5823.52
"10/29/2024",5832.92
"10/30/2024",5813.67
"10/31/2024",5705.45
"11/01/2024",5728.8
"11/04/2024",5712.69
"11/05/2024",5782.76
"11/06/2024",5929.04
"11/07/2024",5973.1
"11/08/2024",5995.54
"11/11/2024",6001.35
"11/12/2024",5983.99
"11/13/2024",5985.38
"11/14/2024",5949.17
"11/15/2024",5870.62
"11/18/2024",5893.62
"11/19/2024",5916.98
"11/20/2024",5917.11
"11/21/2024",5948.71
"11/22/2024",5969.34
"11/25/2024",5987.37
"11/26/2024",6021.63
"11/27/2024",5998.74
"11/29/2024",6032.38
"12/02/2024",6047.15
"12/03/2024",6049.88
"12/04/2024",6086.49
"12/05/2024",6075.11
"12/06/2024",6090.27
"12/09/2024",6052.85
"12/10/2024",6034.91
"12/11/2024",6084.19
"12/12/2024",6051.25
"12/13/2024",6051.09
"12/16/2024",6074.08
"12/17/2024",6050.61
"12/18/2024",5872.16
"12/19/2024",5867.08
"12/20/2024",5930.85
"12/23/2024",5974.07
"12/24/2024",6040.04
"12/26/2024",6037.59
"12/27/2024",5970.84
"12/30/2024",5906.94
"12/31/2024",5881.63
"01/02/2025",5868.55
"01/03/2025",5942.47
"01/06/2025",5975.38
"01/07/2025",5909.03
"01/08/2025",5918.25
"01/10/2025",5827.04
"01/13/2025",5836.22
"01/14/2025",5842.91
"01/15/2025",5949.91
"01/16/2025",5937.34
"01/17/2025",5996.66
"01/21/2025",6049.24
"01/22/2025",6086.37
"01/23/2025",6118.71
"01/24/2025",6101.24
"01/27/2025",6012.28
"01/28/2025",6067.7
"01/29/2025",6039.31
"01/30/2025",6071.17
"01/31/2025",6040.53
"02/03/2025",5994.57
"02/04/2025",6037.88
"02/05/2025",6061.48
"02/06/2025",6083.57
"02/07/2025",6025.99
"02/10/2025",6066.44
"02/11/2025",6068.5
"02/12/2025",6051.97
"02/13/2025",6115.07
"02/14/2025",6114.63
"02/18/2025",6129.58
"02/19/2025",6144.15
"02/20/2025",6117.52
"02/21/2025",6013.13
"02/24/2025",5983.25
"02/25/2025",5955.25
"02/26/2025",5956.06
"02/27/2025",5861.57
"02/28/2025",5954.5
"03/03/2025",5849.72
"03/04/2025",5778.15
"03/05/2025",5842.63
"03/06/2025",5738.52
"03/07/2025",5770.2
"03/10/2025",5614.56
"03/11/2025",5572.07
"03/12/2025",5599.3
"03/13/2025",5521.52
"03/14/2025",5638.94
"03/17/2025",5675.12
"03/18/2025",5614.66
"03/19/2025",5675.29
"03/20/2025",5662.89
"03/21/2025",5667.56
"03/24/2025",5767.57
"03/25/2025",5776.65
"03/26/2025",5712.2
"03/27/2025",5693.31
"03/28/2025",5580.94
"03/31/2025",5611.85
"04/01/2025",5633.07
"04/02/2025",5670.97
"04/03/2025",5396.52
"04/04/2025",5074.08
"04/07/2025",5062.25
"04/08/2025",4982.77
"04/09/2025",5456.9
"04/10/2025",5268.05
"04/11/2025",5363.36
"04/14/2025",5405.97
"04/15/2025",5396.63
"04/16/2025",5275.7
"04/17/2025",5282.7
"04/21/2025",5158.2
"04/22/2025",5287.76
"04/23/2025",5375.86
"04/24/2025",5484.77
"04/25/2025",5525.21
"04/28/2025",5528.75
"04/29/2025",5560.83
"04/30/2025",5569.06
"05/01/2025",5604.14
"05/02/2025",5686.67
"05/05/2025",5650.38
"05/06/2025",5606.91
"05/07/2025",5631.28
"05/08/2025",5663.94
"05/09/2025",5659.91
"05/12/2025",5844.19
"05/13/2025",5886.55
"05/14/2025",5892.58
"05/15/2025",5916.93
"05/16/2025",5958.38
"05/19/2025",5963.6
"05/20/2025",5940.46
"05/21/2025",5844.61
"05/22/2025",5842.01
"05/23/2025",5802.82
"05/27/2025",5921.54
"05/28/2025",5888.55
"05/29/2025",5912.17
"05/30/2025",5911.69
"06/02/2025",5935.94
"06/03/2025",5970.37
"06/04/2025",5970.81
"06/05/2025",5939.3
"06/06/2025",6000.36
"06/09/2025",6005.88
"06/10/2025",6038.81
"06/11/2025",6022.24
"06/12/2025",6045.26
"06/13/2025",5976.97
"06/16/2025",6033.11
"06/17/2025",5982.72
"06/18/2025",5980.87
"06/20/2025",5967.84
"06/23/2025",6025.17
"06/24/2025",6092.18
"06/25/2025",6092.16
"06/26/2025",6141.02
"06/27/2025",6173.07
"06/30/2025",6204.95
"07/01/2025",6198.01
"07/02/2025",6227.42
"07/03/2025",6279.35
"07/07/2025",6229.98
"07/08/2025",6225.52
"07/09/2025",6263.26
"07/10/2025",6280.46
"07/11/2025",6259.75
"07/14/2025",6268.56
"07/15/2025",6243.76
"07/16/2025",6263.7
"07/17/2025",6297.36
"07/18/2025",6296.79
"07/21/2025",6305.6
"07/22/2025",6309.62
"07/23/2025",6358.91
"07/24/2025",6363.35
"07/25/2025",6388.64
"07/28/2025",6389.77
"07/29/2025",6370.86
"07/30/2025",6362.9
"07/31/2025",6339.39
"08/01/2025",6238.01
"08/04/2025",6329.94
"08/05/2025",6299.19
"08/06/2025",6345.06
"08/07/2025",6340
"08/08/2025",6389.45
"08/11/2025",6373.45
"08/12/2025",6445.76
"08/13/2025",6466.58
"08/14/2025",6468.54
"08/15/2025",6449.8
"08/18/2025",6449.15
"08/19/2025",6411.37
"08/20/2025",6395.78
"08/21/2025",6370.17
"08/22/2025",6466.91
"08/25/2025",6439.32
"08/26/2025",6465.94
"08/27/2025",6481.4
"08/28/2025",6501.86
"08/29/2025",6460.26
"09/02/2025",6415.54
"09/03/2025",6448.26
"09/04/2025",6502.08
"09/05/2025",6481.5
"09/08/2025",6495.15
"09/09/2025",6512.61
"09/10/2025",6532.04
"09/11/2025",6587.47
"09/12/2025",6584.29
"09/15/2025",6615.28
"09/16/2025",6606.76
"09/17/2025",6600.35
"09/18/2025",6631.96
"09/19/2025",6664.36
"09/22/2025",6693.75
"09/23/2025",6656.92
"09/24/2025",6637.97
"09/25/2025",6604.72
"09/26/2025",6643.7
"09/29/2025",6661.21
"09/30/2025",6688.46
"10/01/2025",6711.2
"10/02/2025",6715.35
"10/03/2025",6715.79
"10/06/2025",6740.28
"10/07/2025",6714.59
"10/08/2025",6753.72
"10/09/2025",6735.11
"10/10/2025",6552.51
"10/13/2025",6654.72
"10/14/2025",6644.31
"10/15/2025",6671.06
"10/16/2025",6629.07
"10/17/2025",6664.01
"10/20/2025",6735.13
"10/21/2025",6735.35
"10/22/2025",6699.4
"10/23/2025",6738.44
"10/24/2025",6791.69
"10/27/2025",6875.16
"10/28/2025",6890.89
"10/29/2025",6890.59
"10/30/2025",6822.34
"10/31/2025",6840.2
"11/03/2025",6851.97
"11/04/2025",6771.55
"11/05/2025",6796.29
"11/06/2025",6720.32
"11/07/2025",6728.8
"11/10/2025",6832.43
"11/11/2025",6846.61
"11/12/2025",6850.92
"11/13/2025",6737.49
"11/14/2025",6734.11
"11/17/2025",6672.41
"11/18/2025",6617.32
"11/19/2025",6642.16
