"Date","Value"
"04/17/2019",2900.45
"04/18/2019",2905.03
"04/22/2019",2907.97
"04/23/2019",2933.68
"04/24/2019",2927.25
"04/25/2019",2926.17
"04/26/2019",2939.88
"04/29/2019",2943.03
"04/30/2019",2945.83
"05/01/2019",2923.73
"05/02/2019",2917.52
"05/03/2019",2945.64
"05/06/2019",2932.47
"05/07/2019",2884.05
"05/08/2019",2879.42
"05/09/2019",2870.72
"05/10/2019",2881.4
"05/13/2019",2811.87
"05/14/2019",2834.41
"05/15/2019",2850.96
"05/16/2019",2876.32
"05/17/2019",2859.53
"05/20/2019",2840.23
"05/21/2019",2864.36
"05/22/2019",2856.27
"05/23/2019",2822.24
"05/24/2019",2826.06
"05/28/2019",2802.39
"05/29/2019",2783.02
"05/30/2019",2788.86
"05/31/2019",2752.06
"06/03/2019",2744.45
"06/04/2019",2803.27
"06/05/2019",2826.15
"06/06/2019",2843.49
"06/07/2019",2873.34
"06/10/2019",2886.73
"06/11/2019",2885.72
"06/12/2019",2879.84
"06/13/2019",2891.64
"06/14/2019",2886.98
"06/17/2019",2889.67
"06/18/2019",2917.75
"06/19/2019",2926.46
"06/20/2019",2954.18
"06/21/2019",2950.46
"06/24/2019",2945.35
"06/25/2019",2917.38
"06/26/2019",2913.78
"06/27/2019",2924.92
"06/28/2019",2941.76
"07/01/2019",2964.33
"07/02/2019",2973.01
"07/03/2019",2995.82
"07/05/2019",2990.41
"07/08/2019",2975.95
"07/09/2019",2979.63
"07/10/2019",2993.07
"07/11/2019",2999.91
"07/12/2019",3013.77
"07/15/2019",3014.3
"07/16/2019",3004.04
"07/17/2019",2984.42
"07/18/2019",2995.11
"07/19/2019",2976.61
"07/22/2019",2985.03
"07/23/2019",3005.47
"07/24/2019",3019.56
"07/25/2019",3003.67
"07/26/2019",3025.86
"07/29/2019",3020.97
"07/30/2019",3013.18
"07/31/2019",2980.38
"08/01/2019",2953.56
"08/02/2019",2932.05
"08/05/2019",2844.74
"08/06/2019",2881.77
"08/07/2019",2883.98
"08/08/2019",2938.09
"08/09/2019",2918.65
"08/12/2019",2883.75
"08/13/2019",2926.32
"08/14/2019",2840.6
"08/15/2019",2847.6
"08/16/2019",2888.68
"08/19/2019",2923.65
"08/20/2019",2900.51
"08/21/2019",2924.43
"08/22/2019",2922.95
"08/23/2019",2847.11
"08/26/2019",2878.38
"08/27/2019",2869.16
"08/28/2019",2887.94
"08/29/2019",2924.58
"08/30/2019",2926.46
"09/03/2019",2906.27
"09/04/2019",2937.78
"09/05/2019",2976
"09/06/2019",2978.71
"09/09/2019",2978.43
"09/10/2019",2979.39
"09/11/2019",3000.93
"09/12/2019",3009.57
"09/13/2019",3007.39
"09/16/2019",2997.96
"09/17/2019",3005.7
"09/18/2019",3006.73
"09/19/2019",3006.79
"09/20/2019",2992.07
"09/23/2019",2991.78
"09/24/2019",2966.6
"09/25/2019",2984.87
"09/26/2019",2977.62
"09/27/2019",2961.79
"09/30/2019",2976.74
"10/01/2019",2940.25
"10/02/2019",2887.61
"10/03/2019",2910.63
"10/04/2019",2952.01
"10/07/2019",2938.79
"10/08/2019",2893.06
"10/09/2019",2919.4
"10/10/2019",2938.13
"10/11/2019",2970.27
"10/14/2019",2966.15
"10/15/2019",2995.68
"10/16/2019",2989.69
"10/17/2019",2997.95
"10/18/2019",2986.2
"10/21/2019",3006.72
"10/22/2019",2995.99
"10/23/2019",3004.52
"10/24/2019",3010.29
"10/25/2019",3022.55
"10/28/2019",3039.42
"10/29/2019",3036.89
"10/30/2019",3046.77
"10/31/2019",3037.56
"11/01/2019",3066.91
"11/04/2019",3078.27
"11/05/2019",3074.62
"11/06/2019",3076.78
"11/07/2019",3085.18
"11/08/2019",3093.08
"11/11/2019",3087.01
"11/12/2019",3091.84
"11/13/2019",3094.04
"11/14/2019",3096.63
"11/15/2019",3120.46
"11/18/2019",3122.03
"11/19/2019",3120.18
"11/20/2019",3108.46
"11/21/2019",3103.54
"11/22/2019",3110.29
"11/25/2019",3133.64
"11/26/2019",3140.52
"11/27/2019",3153.63
"11/29/2019",3140.98
"12/02/2019",3113.87
"12/03/2019",3093.2
"12/04/2019",3112.76
"12/05/2019",3117.43
"12/06/2019",3145.91
"12/09/2019",3135.96
"12/10/2019",3132.52
"12/11/2019",3141.63
"12/12/2019",3168.57
"12/13/2019",3168.8
"12/16/2019",3191.45
"12/17/2019",3192.52
"12/18/2019",3191.14
"12/19/2019",3205.37
"12/20/2019",3221.22
"12/23/2019",3224.01
"12/24/2019",3223.38
"12/26/2019",3239.91
"12/27/2019",3240.02
"12/30/2019",3221.29
"12/31/2019",3230.78
"01/02/2020",3257.85
"01/03/2020",3234.85
"01/06/2020",3246.28
"01/07/2020",3237.18
"01/08/2020",3253.05
"01/09/2020",3274.7
"01/10/2020",3265.35
"01/13/2020",3288.13
"01/14/2020",3283.15
"01/15/2020",3289.29
"01/16/2020",3316.81
"01/17/2020",3329.62
"01/21/2020",3320.79
"01/22/2020",3321.75
"01/23/2020",3325.54
"01/24/2020",3295.47
"01/27/2020",3243.63
"01/28/2020",3276.24
"01/29/2020",3273.4
"01/30/2020",3283.66
"01/31/2020",3225.52
"02/03/2020",3248.92
"02/04/2020",3297.59
"02/05/2020",3334.69
"02/06/2020",3345.78
"02/07/2020",3327.71
"02/10/2020",3352.09
"02/11/2020",3357.75
"02/12/2020",3379.45
"02/13/2020",3373.94
"02/14/2020",3380.16
"02/18/2020",3370.29
"02/19/2020",3386.15
"02/20/2020",3373.23
"02/21/2020",3337.75
"02/24/2020",3225.89
"02/25/2020",3128.21
"02/26/2020",3116.39
"02/27/2020",2978.76
"02/28/2020",2954.22
"03/02/2020",3090.23
